fecha,51bnm1liqa,51bnm1masa,51bnmbonoa,51bnmcap1a,51bnmcap2a,51bnmcap3a,51bnmcap4a,51bnmcob_a,51bnmcp1a,51bnmcpa,51bnmdiaa,51bnmdina,51bnmdolsa,51bnmeuroa,51bnmgub1a,51bnmgub2a,51bnmgub3a,51bnmliq_a,51bnmmda,51bnmplusa,51bnmpzoa,51bnmreala,51bnmudi_a,51bnmuslqa,51gold1_a,51horzonta,52accipata,52bnm10a,52bnm50a,52bnm60a,52bnm70a,52bnm80a,52bnm90a,52bnmasiaa,52bnmbraa,52bnmcomma,52bnmem1a,52bnmem2a,52bnmeurva,52bnmfibra,52bnmint1a,52bnmint2a,52bnmipc_a,52bnmlata,52bnmmeda,52bnmpat_a,52bnmpata,52bnmuseqa,52fonbnma,52gold2_a,52gold3_a,52gold4_a,52gold5_a,52numca,52numrva
2014-12-31,5.654362,1.129883,3.473359,1.156578,1.155344,1.153882,1.156071,7.973825,1.031647,24.804403,23.988777,25.085837,1.830638,11.706852,1.78759,1.154914,50.836642,1.819456,2.721086,12.39206,2.676997,1.338361,20.19487,1.708186,118.93484,1.698393,220.832548,1.198845,1.765098,2.025633,1.791881,2.087931,1.817375,1.816235,0.719765,0.77434,1.05212,2.00022,1.209083,1.308552,2.304279,2.977087,1.324971,0.854,1.611283,1.37197,5.469587,1.817893,129.858853,1.219193,2.589813,2.339948,338.934677,0.365411,290.102232
2015-01-02,5.655481,1.130023,3.474167,1.156751,1.155517,1.154053,1.156244,7.979257,1.035657,24.846907,23.992424,25.08961,1.83154,11.665523,1.787878,1.155114,50.903889,1.819662,2.721607,12.393908,2.679369,1.337507,20.213952,1.709354,118.952746,1.698644,220.787084,1.200438,1.76729,2.028813,1.795138,2.092321,1.821653,1.828531,0.712685,0.769545,1.056866,2.009509,1.207517,1.341391,2.303398,2.974781,1.329083,0.852259,1.604681,1.376325,5.484372,1.815655,130.276579,1.22024,2.593256,2.343974,339.643551,0.365565,290.520283
2015-01-05,5.656586,1.130254,3.47844,1.157003,1.155768,1.154304,1.156496,8.014025,1.036006,24.875287,23.997742,25.094862,1.839822,11.624332,1.788267,1.155445,50.970604,1.819959,2.722237,12.396599,2.680679,1.339869,20.241563,1.716802,118.984455,1.699009,215.910231,1.193803,1.756769,2.012993,1.777755,2.068183,1.798033,1.827204,0.695503,0.764527,1.051684,2.01121,1.200945,1.310767,2.292094,2.963918,1.296929,0.837328,1.549667,1.339714,5.34248,1.808335,127.10158,1.217079,2.578885,2.324299,335.784362,0.357906,283.659035
2015-01-06,5.657028,1.130345,3.477297,1.157087,1.155851,1.154387,1.156579,8.082049,1.029933,24.792698,23.999502,25.097008,1.85471,11.653643,1.788401,1.155478,50.959227,1.820057,2.722538,12.39749,2.681083,1.338583,20.186215,1.731376,118.990702,1.69913,211.468756,1.186009,1.74349,1.993933,1.757325,2.040568,1.771781,1.822596,0.684123,0.766405,1.046393,2.00112,1.180319,1.282564,2.266481,2.931968,1.265207,0.819467,1.508057,1.303937,5.209549,1.785021,124.002337,1.213178,2.561989,2.301403,331.370375,0.349576,278.501793
2015-01-07,5.656812,1.130311,3.476482,1.157168,1.155932,1.154468,1.15666,8.043835,1.041368,24.915169,24.001213,25.096309,1.846389,11.590805,1.788441,1.155141,51.077851,1.820151,2.72268,12.398356,2.683713,1.33586,20.246974,1.723194,118.984217,1.699248,212.468266,1.183903,1.741922,1.991734,1.754708,2.03692,1.769272,1.788775,0.696584,0.757202,1.034799,1.960569,1.162975,1.299913,2.233207,2.890062,1.272305,0.824386,1.524484,1.314682,5.245845,1.758691,124.68628,1.212287,2.557453,2.294673,330.025805,0.349705,279.43104
2015-01-08,5.657264,1.130416,3.481238,1.157248,1.156012,1.154548,1.15674,7.995822,1.048411,25.018578,24.002898,25.098533,1.835923,11.444336,1.788567,1.155226,51.280827,1.820243,2.722968,12.399208,2.687686,1.336672,20.322531,1.712913,119.003007,1.699364,213.340513,1.190307,1.749951,2.003141,1.76635,2.052443,1.784047,1.812401,0.711718,0.752773,1.050046,1.969832,1.160325,1.310215,2.24783,2.895492,1.287747,0.833618,1.533603,1.331593,5.317909,1.771069,126.18133,1.215908,2.571257,2.312598,333.353031,0.351625,281.198201
2015-01-09,5.658204,1.130597,3.486202,1.157328,1.156091,1.154627,1.156819,7.935921,1.05456,25.348895,24.004577,25.102654,1.823101,11.29827,1.78873,1.155518,51.444591,1.820336,2.723394,12.400057,2.691199,1.338401,20.392727,1.700091,119.031892,1.699479,215.555621,1.196534,1.759595,2.01678,1.780456,2.071227,1.801721,1.827793,0.712887,0.745553,1.060576,1.994136,1.170996,1.312374,2.266723,2.918434,1.305761,0.838067,1.552947,1.348165,5.384887,1.788865,127.92698,1.219438,2.584692,2.330031,336.592228,0.356196,284.558453
2015-01-12,5.659504,1.130869,3.486171,1.157567,1.156329,1.154865,1.157058,7.891308,1.050874,25.287164,24.009616,25.108328,1.812828,11.280538,1.789137,1.155783,51.440506,1.820611,2.724115,12.402604,2.6917,1.339025,20.362838,1.690541,119.059039,1.699824,216.324412,1.193425,1.756689,2.012654,1.775917,2.065168,1.796749,1.816831,0.704838,0.74081,1.053645,1.989672,1.151504,1.297064,2.238829,2.882278,1.304985,0.832412,1.552833,1.344537,5.37302,1.763841,127.84884,1.218003,2.577989,2.320641,334.758784,0.355668,284.348547
2015-01-13,5.660246,1.131021,3.485799,1.157646,1.156408,1.154944,1.157137,7.924043,1.050242,25.280795,24.011292,25.111645,1.821187,11.336697,1.789313,1.156022,51.427016,1.820703,2.72451,12.403451,2.691334,1.339785,20.363378,1.697557,119.074997,1.699939,214.571993,1.189339,1.750448,2.003364,1.765911,2.051449,1.783317,1.819083,0.691289,0.735371,1.050494,1.993235,1.162227,1.292102,2.234883,2.877757,1.286749,0.822689,1.541439,1.322717,5.288233,1.755977,126.041477,1.215964,2.569172,2.308665,332.45344,0.351915,282.087397
2015-01-14,5.660833,1.131147,3.483468,1.157725,1.156487,1.155022,1.157217,7.89861,1.044238,25.181046,24.012969,25.114368,1.815508,11.230745,1.789465,1.156162,51.388206,1.820795,2.724849,12.404299,2.690338,1.34106,20.309408,1.692107,119.087918,1.700055,212.012359,1.187769,1.747078,1.998569,1.760767,2.044612,1.776704,1.827975,0.695643,0.723404,1.054248,1.994343,1.164365,1.293392,2.22993,2.87716,1.277344,0.81754,1.530774,1.312535,5.250121,1.745364,125.140835,1.215159,2.565779,2.304136,331.619912,0.347782,279.609285
2015-01-15,5.661397,1.131272,3.487561,1.157805,1.156567,1.155101,1.157296,7.883017,1.054326,25.357113,24.014646,25.116817,1.812794,11.213282,1.789638,1.156335,51.59498,1.820886,2.725154,12.405147,2.693342,1.343034,20.400065,1.688769,119.100984,1.70017,211.598391,1.184181,1.742579,1.991617,1.752535,2.032926,1.765686,1.812172,0.69772,0.720652,1.048079,1.986027,1.157312,1.315097,2.215507,2.850776,1.263175,0.810238,1.515872,1.299192,5.197696,1.728176,123.745105,1.213669,2.558068,2.292911,329.349453,0.345524,278.520897
2015-01-16,5.661905,1.131372,3.492089,1.157884,1.156646,1.155181,1.157375,7.919544,1.062735,25.509505,24.016325,25.119004,1.822336,11.100837,1.789808,1.156436,51.78284,1.820978,2.72547,12.405996,2.696227,1.345059,20.477487,1.696597,119.112893,1.700285,210.925547,1.186422,1.746245,1.996506,1.757169,2.038796,1.770886,1.842344,0.691338,0.745845,1.056603,2.00796,1.172734,1.3291,2.219583,2.85434,1.263532,0.80827,1.516512,1.303093,5.199687,1.717365,123.791906,1.215087,2.562898,2.298792,330.377642,0.344011,277.441315
2015-01-19,5.663374,1.131661,3.497213,1.158125,1.156885,1.155419,1.157615,7.893421,1.075619,25.737461,24.021387,25.125532,1.816188,11.025388,1.790221,1.156826,52.044659,1.821256,2.726287,12.408553,2.699586,1.347755,20.617121,1.69101,119.145369,1.700632,212.415621,1.190951,1.752691,2.005101,1.765523,2.049374,1.780497,1.84368,0.708166,0.72989,1.060732,1.998762,1.178262,1.337257,2.23906,2.871975,1.275781,0.818669,1.540807,1.312986,5.246924,1.734109,124.98635,1.217772,2.572678,2.311206,332.658727,0.345148,278.972331
2015-01-20,5.663727,1.131734,3.498247,1.158204,1.156964,1.155498,1.157695,7.918045,1.077105,25.770332,24.023066,25.127258,1.824969,11.101828,1.790332,1.156911,52.043718,1.821348,2.726511,12.409403,2.699399,1.349015,20.646288,1.696287,119.154416,1.700747,212.032398,1.191178,1.753549,2.006026,1.766449,2.050392,1.781136,1.849361,0.710347,0.739562,1.063842,2.012208,1.185775,1.341233,2.245973,2.892901,1.272349,0.819509,1.539362,1.308193,5.230471,1.739428,124.646433,1.217907,2.573164,2.311912,332.784847,0.345608,278.862698
2015-01-21,5.664032,1.1318,3.49815,1.158283,1.157043,1.155577,1.157774,7.911692,1.078392,25.788864,24.024746,25.128667,1.821289,11.039497,1.790423,1.156931,52.022489,1.82144,2.726693,12.410252,2.699146,1.348514,20.652432,1.694929,119.160427,1.700862,211.556849,1.193589,1.75863,2.013402,1.774494,2.0613,1.791479,1.846729,0.697378,0.733099,1.061014,2.015725,1.189519,1.347657,2.249027,2.894407,1.28688,0.818154,1.551422,1.322594,5.28636,1.741737,126.065743,1.219117,2.578365,2.319042,334.166782,0.345859,278.33581
2015-01-22,5.664435,1.131876,3.496637,1.158363,1.157122,1.155657,1.157853,7.99868,1.074632,25.726258,24.026428,25.130554,1.842073,11.203324,1.790551,1.156994,51.932315,1.821532,2.726927,12.411103,2.698363,1.347913,20.617014,1.713561,119.16855,1.700978,213.950934,1.204148,1.771026,2.031397,1.794272,2.088393,1.816886,1.899169,0.726448,0.743055,1.09392,2.065493,1.210608,1.349505,2.290007,2.940886,1.310367,0.839298,1.56969,1.343788,5.372896,1.77102,128.316549,1.224432,2.601198,2.350102,340.1967,0.348983,281.408743
2015-01-23,5.663713,1.131731,3.493992,1.158443,1.157201,1.155736,1.157933,7.902464,1.06796,25.584726,24.028109,25.127283,1.820238,10.855119,1.790442,1.156489,52.05087,1.821623,2.726569,12.411953,2.700841,1.342926,20.520373,1.692959,119.148754,1.701093,214.931781,1.208215,1.7753,2.038875,1.802329,2.100275,1.829531,1.903379,0.729627,0.736336,1.098628,2.063845,1.193644,1.360911,2.288438,2.936207,1.330047,0.846649,1.576661,1.362051,5.455459,1.775214,130.199146,1.226592,2.61,2.361287,342.370526,0.351266,282.970976
2015-01-26,5.66544,1.132063,3.499381,1.15868,1.157438,1.155972,1.15817,7.924852,1.07618,25.72698,24.033118,25.135024,1.827877,10.76452,1.790896,1.156913,52.287565,1.821897,2.727537,12.414486,2.704612,1.344137,20.587295,1.697759,119.185582,1.701437,214.802009,1.20597,1.773935,2.036566,1.799046,2.095518,1.825002,1.906041,0.715069,0.729349,1.094644,2.087509,1.199162,1.358034,2.282317,2.93447,1.316118,0.836809,1.575093,1.349596,5.405558,1.775506,128.830491,1.225858,2.605145,2.353728,340.7686,0.348809,282.841356
2015-01-27,5.666522,1.132273,3.502999,1.15876,1.157517,1.156051,1.158249,7.887268,1.079413,25.798967,24.034797,25.139909,1.820058,10.736302,1.79112,1.15728,52.369136,1.821989,2.728109,12.415336,2.706169,1.346791,20.629605,1.689713,119.210793,1.701552,217.610255,1.20641,1.774589,2.037089,1.799228,2.095403,1.824561,1.899962,0.709905,0.72217,1.088962,2.066127,1.20825,1.365498,2.28467,2.93097,1.318444,0.835644,1.59138,1.352888,5.417034,1.770819,129.061523,1.226296,2.60609,2.354595,340.851188,0.352697,285.651246
2015-01-28,5.667052,1.132377,3.501872,1.15884,1.157597,1.15613,1.158329,7.893102,1.074143,25.70539,24.036475,25.142417,1.821334,10.835483,1.791254,1.157391,52.395921,1.822081,2.728554,12.416185,2.706747,1.346498,20.573239,1.690964,119.228144,1.701667,216.789149,1.204404,1.772338,2.034173,1.795986,2.091332,1.821216,1.886292,0.714982,0.721352,1.084199,2.070752,1.207566,1.365205,2.271012,2.910941,1.3156,0.837551,1.593716,1.347685,5.402939,1.744391,128.772625,1.225365,2.601738,2.348405,339.656004,0.350717,284.871156
2015-01-29,5.667671,1.132497,3.506004,1.158919,1.157676,1.15621,1.158409,7.949346,1.083415,25.870469,24.038158,25.145309,1.835305,10.876263,1.791398,1.157535,52.544374,1.822173,2.72891,12.417036,2.709116,1.347313,20.684098,1.70301,119.242272,1.701782,216.732296,1.200817,1.769282,2.029164,1.790088,2.082747,1.812824,1.882903,0.702266,0.726698,1.08033,2.080367,1.200904,1.358625,2.255963,2.907582,1.301102,0.829232,1.58739,1.331182,5.344406,1.731713,127.329149,1.223775,2.593924,2.337307,337.426633,0.350314,284.758101
2015-01-30,5.668237,1.132607,3.503499,1.158999,1.157756,1.156289,1.158488,8.019044,1.078402,25.779354,24.03984,25.147766,1.850762,10.953828,1.791535,1.157658,52.412263,1.822265,2.729209,12.417887,2.706852,1.347392,20.635142,1.717943,119.249012,1.701898,213.762326,1.203444,1.768389,2.027703,1.788903,2.08122,1.810363,1.903303,0.709866,0.726639,1.091311,2.077593,1.217835,1.347443,2.297976,2.952353,1.292315,0.829253,1.564233,1.320331,5.307451,1.762159,126.469335,1.224945,2.59965,2.345575,339.093684,0.347229,281.848742
2015-02-02,5.668237,1.132607,3.503499,1.158999,1.157756,1.156289,1.158488,8.019044,1.078402,25.779354,24.03984,25.147766,1.850762,10.953828,1.791535,1.157658,52.412263,1.822265,2.729209,12.417887,2.706852,1.347392,20.635142,1.717943,119.249012,1.701898,213.762326,1.203444,1.768389,2.027703,1.788903,2.08122,1.810363,1.903303,0.709866,0.726639,1.091311,2.077593,1.217835,1.347443,2.297976,2.952353,1.292315,0.829253,1.564233,1.320331,5.307451,1.762159,126.469335,1.224945,2.59965,2.345575,339.093684,0.347229,281.848742
2015-02-03,5.668772,1.13273,3.504611,1.159323,1.158079,1.156611,1.158812,8.11001,1.078922,25.778541,24.046648,25.15001,1.872468,11.068319,1.791919,1.157531,52.460543,1.822642,2.729519,12.421669,2.707857,1.34548,20.636138,1.737428,119.257236,1.702365,211.445696,1.195674,1.75722,2.011533,1.771475,2.05758,1.787866,1.881304,0.68929,0.725948,1.076548,2.072361,1.214383,1.354358,2.289495,2.953819,1.263755,0.814564,1.539553,1.28909,5.180549,1.764007,123.662749,1.221087,2.582848,2.322555,334.617361,0.341687,277.980996
2015-02-04,5.66855,1.132679,3.493417,1.159403,1.158158,1.156691,1.158892,7.958218,1.057584,25.401284,24.04833,25.148875,1.836936,11.046249,1.791932,1.157337,52.087688,1.822733,2.729382,12.422529,2.702134,1.341479,20.417621,1.704926,119.233042,1.70248,212.752171,1.200938,1.760652,2.017674,1.77938,2.069542,1.7996780000000001,1.888177,0.700707,0.748399,1.086414,2.053771,1.228306,1.355747,2.311026,2.967005,1.283838,0.830927,1.546497,1.308586,5.274038,1.781547,125.624842,1.223194,2.594239,2.339219,338.109744,0.343425,278.973637
2015-02-05,5.668952,1.13277,3.495116,1.159485,1.15824,1.156772,1.158974,8.04444,1.070474,25.626087,24.050055,25.150669,1.856374,11.099236,1.79205,1.157435,52.101175,1.822828,2.729609,12.423393,2.702033,1.341613,20.548649,1.723405,119.240824,1.702598,213.038173,1.203097,1.765846,2.024415,1.786459,2.078597,1.807439,1.912497,0.702549,0.76213,1.093249,2.084564,1.234887,1.355359,2.322399,2.988645,1.287661,0.832042,1.53824,1.307392,5.268254,1.795475,125.996826,1.224295,2.598888,2.345626,339.334854,0.344161,279.739392
2015-02-06,5.669436,1.132873,3.495039,1.159565,1.15832,1.156852,1.159054,7.980061,1.073122,25.668936,24.051748,25.152776,1.842392,11.058544,1.792214,1.157581,52.034963,1.82292,2.729883,12.424225,2.701046,1.341689,20.573128,1.709621,119.248021,1.702714,214.615147,1.207469,1.773566,2.035477,1.798415,2.094773,1.822862,1.897036,0.699985,0.743061,1.089467,2.066196,1.237769,1.359028,2.328603,2.990236,1.31044,0.838161,1.550954,1.338612,5.38257,1.80341,128.218668,1.226448,2.608331,2.358642,341.867105,0.346479,282.269127
2015-02-09,5.669968,1.132987,3.481855,1.159806,1.15856,1.157092,1.159295,8.059752,1.048149,25.225666,24.056842,25.155159,1.860404,11.013307,1.792486,1.157511,51.588288,1.823201,2.730223,12.426787,2.694431,1.33717,20.285341,1.726698,119.23616,1.703064,215.859211,1.207168,1.774067,2.037591,1.802184,2.101451,1.829988,1.888999,0.690898,0.764296,1.081581,2.083965,1.230386,1.34158,2.333304,3.007019,1.318408,0.835966,1.550655,1.351724,5.422603,1.818637,128.996494,1.225701,2.60768,2.359169,342.267168,0.351103,285.119165
2015-02-10,5.669749,1.132973,3.478473,1.159887,1.15864,1.157172,1.159375,8.005264,1.044487,25.157325,24.05854,25.154155,1.846673,10.953436,1.792516,1.157455,51.528716,1.823294,2.730086,12.427647,2.692947,1.336323,20.244061,1.71503,119.227035,1.70318,216.559996,1.204132,1.770094,2.03216,1.796497,2.093976,1.823548,1.865395,0.696204,0.758358,1.071832,2.050565,1.215445,1.336971,2.308736,2.969503,1.321373,0.838152,1.54012,1.355172,5.436289,1.8014540000000001,129.287212,1.224011,2.601116,2.350592,340.686131,0.351337,285.879064
2015-02-11,5.670028,1.133008,3.471928,1.159967,1.15872,1.157252,1.159456,8.099843,1.031025,24.919057,24.060239,25.155865,1.867604,11.073875,1.792622,1.157388,51.348868,1.823388,2.730296,12.428511,2.690185,1.333753,20.094585,1.735275,119.223993,1.703297,216.332245,1.20732,1.770682,2.033592,1.798854,2.097918,1.826392,1.895979,0.683787,0.769875,1.082425,2.07461,1.235115,1.339351,2.354784,3.031112,1.315928,0.830989,1.537331,1.347076,5.401983,1.8441940000000001,128.754758,1.225378,2.608021,2.360533,342.74724200000003,0.352575,285.893665
2015-02-12,5.670607,1.133122,3.470242,1.160048,1.158801,1.157333,1.159537,8.180401,1.02437,24.809959,24.061951,25.15816,1.886517,11.168251,1.792748,1.15755,51.26467,1.823482,2.730625,12.429377,2.689504,1.334252,20.028814,1.75253,119.233409,1.703414,215.469842,1.205831,1.765546,2.026113,1.791065,2.087498,1.816439,1.911252,0.677776,0.763787,1.088256,2.084702,1.242129,1.328294,2.372675,3.059232,1.294201,0.822297,1.519327,1.324379,5.318088,1.863501,126.629514,1.224595,2.604835,2.356239,341.951457,0.350057,284.434747
2015-02-13,5.671629,1.133317,3.475555,1.160129,1.158882,1.157414,1.159618,8.064215,1.038695,25.063593,24.063663,25.162623,1.859988,11.105057,1.79298,1.157906,51.422182,1.823579,2.731166,12.430234,2.691809,1.337758,20.184169,1.727646,119.264071,1.703531,218.695609,1.212656,1.777909,2.043283,1.808738,2.110719,1.838226,1.906406,0.689694,0.751733,1.093129,2.070232,1.248379,1.349487,2.369652,3.049537,1.328964,0.835913,1.540535,1.36085,5.464875,1.855637,130.017664,1.228368,2.619584,2.375616,345.581258,0.356403,288.683216
2015-02-16,5.672778,1.133581,3.478438,1.160374,1.159126,1.157658,1.159863,8.06753,1.047723,25.224026,24.06884,25.167732,1.861902,11.100049,1.793348,1.158207,51.470441,1.823863,2.731832,12.43282,2.692513,1.339139,20.292346,1.728361,119.289941,1.703887,218.367269,1.215313,1.782713,2.049477,1.815059,2.118734,1.845636,1.92414,0.699184,0.769544,1.102805,2.098814,1.257387,1.351624,2.383961,3.069625,1.330456,0.843851,1.541928,1.359228,5.464159,1.864161,130.159441,1.229853,2.625325,2.383202,346.992386,0.356005,288.447109
2015-02-17,5.673146,1.133636,3.475837,1.160456,1.159207,1.157739,1.159945,8.074827,1.04258,25.131867,24.070569,25.169494,1.86422,11.059077,1.793456,1.158226,51.37806,1.823958,2.732054,12.433689,2.690933,1.338176,20.237039,1.729927,119.292513,1.704005,217.939556,1.214624,1.781159,2.047465,1.813196,2.116493,1.843701,1.926675,0.699805,0.776333,1.103674,2.105046,1.253637,1.348991,2.386073,3.069825,1.326998,0.843557,1.53867,1.35619,5.448532,1.865687,129.825706,1.229377,2.623837,2.381514,346.730587,0.355541,288.138777
2015-02-18,5.673122,1.133676,3.470534,1.160537,1.159288,1.15782,1.160026,8.057092,1.037743,25.038645,24.072283,25.169532,1.859717,11.103874,1.793521,1.158214,51.282091,1.824052,2.732055,12.434551,2.689361,1.335788,20.17198,1.726136,119.284986,1.704123,219.16839,1.215206,1.781967,2.049168,1.815435,2.119973,1.847358,1.919025,0.703453,0.770079,1.100757,2.098053,1.26118,1.355467,2.384807,3.067348,1.335982,0.844386,1.53764,1.363441,5.481698,1.864711,130.701965,1.2295180000000001,2.625089,2.383489,347.207158,0.356758,289.207801
2015-02-19,5.673859,1.133796,3.479179,1.160619,1.159369,1.157901,1.160107,8.077268,1.047273,25.211999,24.074001,25.172746,1.864645,11.113332,1.793724,1.158466,51.489912,1.824146,2.73252,12.43541,2.693134,1.338744,20.285089,1.730482,119.31228,1.704241,220.438728,1.216664,1.78392,2.051219,1.81691,2.121217,1.847985,1.925755,0.705309,0.765652,1.104539,2.102886,1.266667,1.349313,2.395551,3.084793,1.33053,0.844302,1.53068,1.356997,5.464873,1.867182,130.164352,1.230626,2.628226,2.386904,347.690228,0.362117,291.619361
2015-02-20,5.674046,1.133805,3.476489,1.1607,1.15945,1.157981,1.160188,8.110968,1.042564,25.128035,24.075709,25.17352,1.871881,11.129379,1.793834,1.158377,51.465107,1.824239,2.732642,12.436267,2.69315,1.336675,20.235901,1.737703,119.311917,1.704358,222.012158,1.218893,1.787116,2.05626,1.82259,2.129257,1.85602,1.928796,0.700015,0.756144,1.105851,2.112072,1.271976,1.35705,2.403258,3.100059,1.336353,0.843839,1.537966,1.367874,5.502112,1.873525,130.722421,1.231738,2.633031,2.393335,348.968417,0.364774,293.380587
2015-02-23,5.675335,1.134061,3.480153,1.160943,1.159692,1.158224,1.160431,8.135396,1.046471,25.192041,24.08084,25.179201,1.878693,11.207092,1.794221,1.158668,51.583362,1.82452,2.733398,12.438833,2.695507,1.337303,20.270638,1.74294,119.342677,1.70471,221.715,1.224117,1.793194,2.064849,1.831504,2.14109,1.86739,1.943439,0.701234,0.767773,1.114194,2.119598,1.28848,1.353723,2.428024,3.121207,1.346212,0.845796,1.541579,1.37936,5.542275,1.893343,131.649276,1.234684,2.644368,2.408062,351.719456,0.365363,293.552366
2015-02-24,5.675671,1.134146,3.484082,1.161024,1.159772,1.158304,1.160512,8.146216,1.050799,25.264485,24.08254,25.180635,1.880993,11.154184,1.79434,1.158777,51.712079,1.824613,2.733591,12.439682,2.697973,1.337594,20.303583,1.74526,119.354611,1.704826,221.838736,1.224206,1.794875,2.067314,1.833792,2.14403,1.87012,1.92993,0.701486,0.752826,1.106957,2.114396,1.28842,1.35785,2.424599,3.132567,1.350003,0.844133,1.544791,1.38551,5.565605,1.891689,132.013529,1.234962,2.644548,2.407781,351.565098,0.366411,293.553854
2015-02-25,5.676405,1.134278,3.486593,1.161104,1.159853,1.158384,1.160592,8.080767,1.051412,25.284723,24.084238,25.183983,1.867572,11.069361,1.794496,1.158977,51.774851,1.824706,2.733997,12.440538,2.699494,1.338629,20.326459,1.731233,119.374258,1.704943,223.250098,1.226053,1.797634,2.071237,1.837746,2.149232,1.875007,1.932754,0.712972,0.749833,1.111438,2.113475,1.283015,1.358427,2.417802,3.116244,1.357417,0.848483,1.54965,1.396325,5.605989,1.881416,132.743831,1.236093,2.648519,2.412747,352.457049,0.369746,295.856934
2015-02-26,5.676792,1.134349,3.484241,1.161185,1.159933,1.158464,1.160673,8.078368,1.048315,25.234436,24.085937,25.185774,1.86684,11.08153,1.794607,1.159035,51.718034,1.824798,2.734236,12.441391,2.698378,1.339612,20.311016,1.730722,119.381392,1.70506,222.341035,1.225025,1.797415,2.070824,1.837363,2.148734,1.874613,1.933445,0.700508,0.749349,1.109765,2.128802,1.283516,1.35944,2.416509,3.11604,1.354046,0.843257,1.549361,1.3931,5.593715,1.88221,132.386073,1.235524,2.646273,2.409846,351.952147,0.368823,295.25947
2015-02-27,5.677221,1.134429,3.48347,1.161265,1.160013,1.158544,1.160754,8.092598,1.046706,25.208648,24.087639,25.187727,1.871646,10.947695,1.794725,1.159111,51.687785,1.824893,2.734499,12.442249,2.697885,1.339886,20.29866,1.73377,119.390355,1.705176,223.809506,1.228168,1.803082,2.079075,1.846226,2.16083,1.886333,1.938321,0.700447,0.754252,1.11176,2.130362,1.287722,1.356277,2.416577,3.117977,1.372996,0.846299,1.548144,1.408966,5.658907,1.881319,134.22218,1.237101,2.653058,2.419022,353.736875,0.371866,297.032047
2015-03-02,5.678406,1.134692,3.482288,1.161513,1.160259,1.15879,1.161,8.078507,1.042871,25.145718,24.092837,25.192927,1.867127,10.924577,1.795104,1.159376,51.649192,1.825182,2.735177,12.444851,2.697259,1.340052,20.26906,1.730761,119.414312,1.705533,225.556081,1.226301,1.799506,2.073785,1.840544,2.153118,1.878887,1.93872,0.704207,0.750088,1.111031,2.118197,1.285773,1.36386,2.408812,3.108345,1.365744,0.846798,1.548847,1.404514,5.626944,1.870874,133.510835,1.236181,2.649031,2.413577,352.700867,0.376366,299.943235
2015-03-03,5.678684,1.13476,3.476352,1.161593,1.160339,1.15887,1.161081,8.107127,1.033033,24.968004,24.094538,25.194333,1.874696,10.957414,1.795208,1.159453,51.472585,1.825277,2.735357,12.445713,2.694313,1.338735,20.150443,1.736894,119.418336,1.70565,223.677195,1.225421,1.795957,2.068977,1.83587,2.147279,1.873717,1.953377,0.690398,0.755543,1.115644,2.132717,1.290538,1.349433,2.426606,3.132917,1.355791,0.836318,1.523293,1.393135,5.572092,1.892512,132.590425,1.235501,2.647122,2.411407,352.385795,0.371616,297.495268
2015-03-04,5.678992,1.134838,3.467561,1.161676,1.160422,1.158953,1.161164,8.099493,1.020493,24.746142,24.096291,25.195861,1.872607,10.941248,1.795316,1.159512,51.206952,1.825375,2.73553,12.446594,2.690181,1.336389,20.007017,1.735261,119.421073,1.70577,222.528399,1.225968,1.790003,2.061036,1.827994,2.137333,1.864657,1.938173,0.687473,0.750351,1.105335,2.125678,1.279483,1.34992,2.411062,3.116136,1.347014,0.832553,1.504972,1.385721,5.542944,1.880749,131.749555,1.232951,2.637622,2.399176,350.173714,0.368805,296.036977
2015-03-05,5.679182,1.134914,3.468908,1.161759,1.160504,1.159035,1.161246,8.140904,1.026582,24.844453,24.098012,25.196786,1.88139,10.888285,1.795408,1.159615,51.254632,1.825471,2.735653,12.447462,2.691213,1.335449,20.049693,1.744139,119.423554,1.705889,222.135196,1.222047,1.787067,2.056749,1.823409,2.130969,1.858426,1.936212,0.673476,0.755337,1.100199,2.123259,1.280506,1.326316,2.41218,3.112199,1.338077,0.826397,1.484568,1.375212,5.500342,1.885884,130.826173,1.232081,2.633589,2.393512,349.051513,0.367762,295.341925
2015-03-06,5.679614,1.134988,3.466922,1.16184,1.160585,1.159115,1.161327,8.236635,1.020762,24.738079,24.099722,25.1992,1.902679,10.971437,1.795468,1.159625,51.183822,1.825567,2.735893,12.448326,NA,1.334351,19.977616,1.764656,119.432607,1.706006,221.853543,1.231648,1.791678,2.063746,1.831232,2.141958,1.869388,1.955725,0.670919,0.765172,1.109576,2.130659,1.299653,1.316776,2.442893,3.159477,1.346813,0.829109,1.489613,1.388605,5.550931,1.910309,131.588804,1.234427,2.643926,2.407474,351.783833,0.365519,293.833608
2015-03-09,5.680256,1.135166,3.455609,1.162083,1.160828,1.1593580000000001,1.161571,8.366225,0.998625,24.343356,24.104868,25.201876,1.931,10.972315,1.795774,1.159687,50.85269,1.825854,2.736288,12.450927,2.68477,1.330377,19.746816,1.792422,119.437493,1.706359,222.504123,1.229581,1.787973,2.05944,1.827695,2.138307,1.866852,1.967111,0.664369,0.771561,1.113215,2.160959,1.299346,1.306859,2.445716,3.166944,1.339182,0.822461,1.476059,1.378471,5.517079,1.913545,130.837748,1.233126,2.640301,2.403328,351.201008,0.365855,293.830861
